Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2ZCtBPEdkng4tbXYZ3z2Ot,เห็นฉันไหม,Ultimate Collection,Soul After Six,2006-04-18,263066,27,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock",Bakery Music,0.778,0.654,1,-6.221,1,0.0265,0.553,0.152,0.0771,0.851,104.949,4
spotify:track:5gxBROL60IcB12IbCEGpLK,หยุดรักยังไง - เพลงประกอบละคร แรงปรารถนา,ZEAL BEST COLLECTION,Zeal,2014-06-19,237000,58,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,t-pop",GMM Music Public Company Limited,0.608,0.679,10,-4.894,1,0.0315,0.0763,0,0.265,0.424,140.006,4
spotify:track:5A2X5yMrNmVZmB9fAR8IcJ,แค่นี้...พอ,แรก,The Parkinson,2019-06-23,229500,55,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop",Spicy Disc,0.672,0.541,10,-7.761,0,0.0276,0.328,0,0.185,0.592,71.973,4
spotify:track:27FlouW3APu5OEDAjhZP9A,พูดลาสักคำ,พูดลาสักคำ,The Parkinson,2022-11-05,214403,18,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop",Boxx Music,0.525,0.717,8,-5.335,1,0.0342,0.485,0.00000458,0.168,0.776,75.005,4
spotify:track:16VdCgXnVnQZfMhUNeSOw6,เพื่อนรัก,แรก,The Parkinson,2019-06-23,289500,58,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop",Spicy Disc,0.584,0.59,2,-7.833,0,0.0355,0.413,0,0.0987,0.406,137.987,4
spotify:track:43904Zto2u5UI713dDc59V,จะบอกเธอว่ารัก,แรก,The Parkinson,2019-06-23,252000,58,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop",Spicy Disc,0.588,0.596,5,-8.506,0,0.0324,0.244,0,0.106,0.483,138.129,4
spotify:track:1rydhdFtKe2CRkiaVb7aGF,the BLACK seminole.,Let’s Start Here.,Lil Yachty;Diana Gordon,2023-01-27,411912,55,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,Quality Control Music/Motown Records,0.286,0.55,9,-5.794,0,0.0318,0.0613,0.27,0.141,0.109,136.285,4
spotify:track:1LaVe5YHUEU4qQ8wt3TZHR,ที่ข้างๆฉัน (Bolster),"Hey Mom,Did You See Me In The Newspaper?",Dept,2023-10-05,216857,43,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",Smallroom,0.672,0.477,5,-8.668,1,0.0349,0.836,0.000588,0.0802,0.548,111.974,4
spotify:track:1dbKtFROgxA9OyFcatxdJE,ฟ้ามืดทีไร (Until Sunset),"Hey Mom,Did You See Me In The Newspaper?",Dept,2023-10-05,278750,40,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",Smallroom,0.59,0.679,0,-6.61,1,0.0272,0.339,0.00064,0.273,0.298,113.003,4
spotify:track:05WHgjtWx32x40VmFkLnOd,เพื่อนไม่จริง (Forever Mate),80 Kisses,Polycat,2016-03-18,274000,57,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop",Smallroom,0.676,0.726,11,-4.953,0,0.0339,0.159,0,0.0459,0.734,116.985,4
spotify:track:7sZxRSdexu3IYDcUW7jXMQ,รักเธอทั้งหมดของหัวใจ (For My Brother),Evo. & Nova,Pause,1998,362160,42,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",Bakery Music,0.321,0.222,0,-15.464,1,0.0364,0.327,0,0.106,0.0809,177.13,4
spotify:track:0LGL4db0abssZ4RicaoiJh,สัมพันธ์,Mild,Pause,1999,317026,35,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",Bakery Music,0.798,0.503,0,-8.684,1,0.0375,0.827,0.000826,0.0513,0.503,125.116,4
spotify:track:004ltC6j7SM8J06Egoa4wN,กอดหมอน,Mild,Pause,1999,251960,44,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",Bakery Music,0.762,0.824,7,-7.571,1,0.0723,0.155,0.0000956,0.097,0.756,98.072,4
spotify:track:68i6L61qFCI79hD3kRrdwG,คนที่แสนธรรมดา feat. Na Polycat,คนที่แสนธรรมดา feat. Na Polycat,Pause,2018-02-13,273396,44,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",ME Records,0.624,0.709,2,-7.362,1,0.031,0.116,0,0.0459,0.785,106.01,4
spotify:track:6ZsWJhR3Y8rIY5pyJbiiS1,ข้อความ,Mild,Pause,1999,267360,47,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",Bakery Music,0.492,0.566,2,-7.829,1,0.0311,0.35,0.0116,0.0742,0.276,180.083,4
spotify:track:14phFKm39rSPD0vYcKvorZ,ดาว - Cover version,Mild,Pause,1999,272626,47,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",Bakery Music,0.47,0.233,1,-9.752,1,0.0263,0.827,0.0325,0.104,0.0994,74.581,4
spotify:track:3JRW8QzgWLrenspiUEqE1B,ความลับ,Mild,Pause,1999,188226,49,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",Bakery Music,0.681,0.427,0,-9.058,1,0.0249,0.71,0.00000636,0.119,0.359,89.904,4
spotify:track:4l7LboEqEOMV1UPHoZ0KA9,ที่ว่าง (Empty Space),Push (Me) Again,Pause,1996,288680,56,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",Bakery Music,0.596,0.491,11,-6.306,1,0.0305,0.721,0,0.12,0.213,145.149,4
spotify:track:1XW1KK1gxL60us9H1QQFMy,ทิ้งไว้ในใจ,Big Ass: Since 1996 (10 Years Anniversary),Big Ass,2015,277106,47,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",Music bugs,0.593,0.511,6,-7.332,1,0.0345,0.304,0,0.0901,0.167,135.954,4
spotify:track:1E4Mzg9LF1lXCvRb5xxfcA,เก็บรัก,เก็บรัก,แอมมี่ The Bottom Blues,2015-09-02,225546,54,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop",GMM Music Public Company Limited,0.514,0.197,7,-11.531,1,0.0281,0.851,0.0000412,0.0865,0.367,75.026,4
spotify:track:5o5SdS2vu1PgKblBABGlER,ALIEN LOVE CALL,GLOW ON,Turnstile;Blood Orange,2021-08-27,176002,51,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"hardcore punk,hardcore,art pop",Roadrunner Records,0.548,0.401,1,-9.376,0,0.0307,0.00282,0.0078,0.184,0.0732,126.041,4
spotify:track:0aRH0CBOSUg2vJcuQeUOPo,ลืม,Krungtep,Corncan,2005-10-02,214586,23,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop",PHUM MUSIC RECORDS,0.453,0.673,7,-5.805,1,0.0263,0.297,0.0000272,0.0899,0.782,168.199,4
spotify:track:5zitUgELgSlJaFv1ZGUtpC,กล้าพอไหม,Go On,Potato,2003-09-30,300640,50,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,t-pop",GMM Music Public Company Limited,0.544,0.596,0,-5.735,1,0.0254,0.0838,0,0.103,0.335,156.059,4
spotify:track:5UOrFESPiNWoQCccpfGlcR,กลับมา Pls Come Back,Time Machine,2 Days Ago Kids,2018-01-01,305133,49,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,thai indie rock",N-Content,0.583,0.563,2,-10.248,1,0.0301,0.226,0.0000128,0.0584,0.536,156.144,4
spotify:track:6s8JOwADhfEbqGqyKshMJE,หากฉันตาย,หากฉันตาย,60Miles,2013-09-24,308426,55,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",BEC-TERO Entertainment Public Company Limited (Shares to SME Thailand),0.386,0.5,2,-7.23,1,0.0371,0.736,0,0.0878,0.336,159.807,4
spotify:track:1pmdziIuSBfzmM8cudXd3Y,ถ้าวันนั้นฉันกอดเธอไว้,ถ้าวันนั้นฉันกอดเธอไว้,Clockwork Motionless,2020-07-09,254500,55,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop",GMM Music Public Company Limited,0.458,0.73,2,-5.375,1,0.0251,0.136,0.00000689,0.143,0.403,160.032,4
spotify:track:3ANMPfdz4d8yo7T6jZLbjy,Yellow Line,Please Verify That You Are Not a Robot,Solitude Is Bliss,2019-12-05,222250,26,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Minimal Records,0.504,0.534,6,-8.604,0,0.0695,0.736,0.402,0.13,0.472,170.365,4
spotify:track:0wmQc0jcAItR1k7Q3c2pFy,สตรี,Her Social Anxiety,Solitude Is Bliss,2015-11-15,264218,35,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Minimal Records,0.647,0.422,9,-10.547,0,0.0399,0.0949,0.00269,0.429,0.542,115.006,4
spotify:track:67q5g6oPlKBrdfv0UezuLN,ใหม่ซํ้าเดิม,Her Social Anxiety,Solitude Is Bliss,2015-11-15,268500,37,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Minimal Records,0.613,0.537,4,-9.489,1,0.0273,0.613,0.526,0.11,0.219,107.948,4
spotify:track:7q8F1FSVrYVLHeNzKtEK70,Vintage Pic,Montage EP,Solitude Is Bliss,2013-12-29,328653,40,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Independant,0.205,0.479,7,-9.972,1,0.0365,0.705,0.429,0.126,0.148,178.203,3
spotify:track:1xzJrAGaQ3RMZpDpza12GU,Glory Will Come Last,Please Verify That You Are Not a Robot,Solitude Is Bliss,2019-12-05,240000,42,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Minimal Records,0.629,0.86,1,-7.1,0,0.095,0.287,0.0387,0.111,0.217,143.961,4
spotify:track:3k9pa8sAi0KhGVoAlVMvVJ,04.00 A.M.,Montage EP,Solitude Is Bliss,2013-12-29,345906,45,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Independant,0.258,0.281,4,-11.054,1,0.0326,0.798,0.437,0.684,0.154,164.885,3
spotify:track:2BtURq3VPlPovsHya8qyYw,Just One Thing,Please Verify That You Are Not a Robot,Solitude Is Bliss,2019-12-05,249000,54,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Minimal Records,0.436,0.727,0,-5.589,1,0.0273,0.29,0,0.0852,0.467,165.052,4
spotify:track:52usMtLBKgxTOO1600uiCb,ถามดาว (Please Be Kind),Rainbow Landscape,YEW,2024-08-15,216393,38,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",YEW,0.574,0.779,1,-5.167,0,0.0554,0.122,0.00562,0.276,0.662,89.996,4
spotify:track:3A1TYa0hDOTFrwRjbfeWl1,just,Rainbow Landscape,YEW,2024-08-15,270368,38,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",YEW,0.533,0.568,4,-7.079,1,0.0305,0.0831,0.428,0.702,0.213,135.992,4
spotify:track:0UcvzvsF17jUOzggbIbzpl,ไม่เป็นไรนะเธอ (Nevermind),Rainbow Landscape,YEW,2024-08-15,276819,40,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",YEW,0.439,0.731,9,-6.062,1,0.0456,0.0725,0.163,0.162,0.511,174.108,4
spotify:track:4fAI0wdVepOCi4xRwj40z9,จะมอบความรัก,nothing is unfamiliar and strange,YEW,2019-11-28,306125,59,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",YEW,0.493,0.586,4,-7.15,1,0.0261,0.325,0.00239,0.112,0.396,148.005,4
spotify:track:7jGiXLzchqbDTW7WzSU7a3,ปล่อยดาว (Flaw),Rainbow Landscape,YEW,2024-08-15,253412,59,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",YEW,0.318,0.766,0,-5.987,1,0.0443,0.0501,0.0000253,0.255,0.469,188.069,3
spotify:track:75EHI97Zh9MNzQEySJxWcl,การเดินทางที่ไม่มีทาง,การเดินทางที่ไม่มีทาง,Television off,2020-10-02,303272,34,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,thai indie pop,thai indie rock",Televisionoff,0.549,0.66,9,-9.501,1,0.0366,0.787,0.393,0.0901,0.389,109.99,4
spotify:track:7eTTMoJoFI0rFhITuCbtat,ฟ้าประหลาด,ฟ้าประหลาด,Television off,2021-04-23,265090,37,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,thai indie pop,thai indie rock",Televisionoff,0.536,0.723,7,-8.271,1,0.0311,0.0576,0.00612,0.265,0.281,109.907,3
spotify:track:48SGNp7AHeujwoPID3UCmn,ฝันที่ไม่ปลอดภัย,ฝันที่ไม่ปลอดภัย,Television off,2021-07-15,296385,47,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,thai indie pop,thai indie rock",Smallroom,0.371,0.802,2,-5.249,1,0.0329,0.00631,0.0102,0.156,0.423,83.032,4
spotify:track:2G6eCn19b5NcRxImqgpCNa,ให้เธอหายไป,ให้เธอหายไป,Television off,2021-12-03,274235,52,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,thai indie pop,thai indie rock",Smallroom,0.231,0.679,2,-5.268,1,0.0325,0.0189,0.0334,0.106,0.142,169.61,3
spotify:track:4tBYK6KQTfnTYNRSujVeDN,มนต์รักเพลงบลูส์,Rockin' On Saturday,Southern Boys (Thai Rockabilly),2021-08-06,233336,25,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,southern thai music","GRU RECORD CO., LTD.",0.27,0.553,4,-5.764,1,0.0319,0.104,0.00000237,0.266,0.395,201.536,3
spotify:track:3zMMXeR1JvSHMxotndmYHP,มนต์รักร็อคแอนด์โรล,Rockin' On Saturday,Southern Boys (Thai Rockabilly),2021-08-06,201126,23,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,southern thai music","GRU RECORD CO., LTD.",0.315,0.555,0,-7.13,1,0.0396,0.475,0,0.2,0.532,200.149,3
spotify:track:1XQoEt32xoOLaQMz6NGj3n,คำสุดท้าย,Mutation,Slot Machine,2006-08-25,252826,42,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,t-pop",Sony Music Entertainment Thailand,0.526,0.62,0,-4.818,1,0.0266,0.0181,0,0.0751,0.171,91.965,4
spotify:track:0u1N8cTpd6viuwL8SxNIjd,รอ,สล๊อต แมชชีน,Slot Machine,2004-06-25,234706,48,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,t-pop",Sony Music Entertainment Thailand,0.46,0.653,9,-4.866,1,0.0335,0.273,0,0.089,0.366,159.994,4
spotify:track:6l7URmaVImgMIgaYi3XHGd,วันนั้นของพี่ วันนี้ของน้อง (feat. พงษ์สิทธิ์ คำภีร์),LOUDNESS,Clash;พงษ์สิทธิ์ คำภีร์,2020-09-15,245516,32,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,luk thung,southern thai music",GMM Music Public Company Limited,0.478,0.667,10,-5.132,1,0.0339,0.44,0,0.179,0.535,76.058,4
spotify:track:4GgsMVJSASeaDu3e9FZIL8,อยู่ตรงนี้เสมอ,อยู่ตรงนี้เสมอ,Clash,2018-11-15,240126,62,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,luk thung,southern thai music",GMM Music Public Company Limited,0.404,0.774,7,-5.265,1,0.0364,0.149,0,0.176,0.455,168.065,4
spotify:track:2zr4zWuHrxFJWdWftG12NI,เธอคือความฝัน,พราว,พราว,2015-04-04,177200,47,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop",Thai Proud Band,0.353,0.128,2,-17.433,1,0.0305,0.457,0,0.123,0.183,154.248,4
spotify:track:5LEp7WRnb0T3L2R2mTa9IZ,เธอไม่ได้สอนให้ฉันอยู่คนเดียว (Taught Me How),เธอไม่ได้สอนให้ฉันอยู่คนเดียว (Taught Me How),SHERRY,2023-02-09,277961,60,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop",Spicy Disc,0.504,0.589,10,-7.492,1,0.0271,0.0493,0.00451,0.16,0.491,142.047,4
spotify:track:64PsQEEHR34YCb5mVVGYqK,APRIL,APRIL,SIRIMONGKOL,2020-04-23,456757,47,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie rock",SIRIMONGKOL,0.413,0.531,9,-9.307,1,0.0272,0.124,0.00039,0.076,0.435,179.859,3
spotify:track:1Cbguz31fyV4Hsqt9oH90L,เหตุผลง่ายๆ,My World,Big Ass,2015,259346,49,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",Music bugs,0.559,0.601,8,-7.902,1,0.0253,0.0903,0,0.0826,0.448,155.95,4
spotify:track:4kwL6Rdm0LwFJJP54YapwM,คนหลงทาง,begins,Big Ass,2006-11-07,214880,42,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.637,0.746,11,-3.379,1,0.0283,0.00874,0,0.0747,0.741,128.057,4
spotify:track:5u3TyLVZ9mdJxWsfo0ih3C,ศักดิ์เอ๋ย,XL,Big Ass,2015,209320,53,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",Music bugs,0.666,0.595,2,-8.635,1,0.0694,0.0687,0,0.579,0.18,94.067,4
spotify:track:0G6YgLiBmnKcRU7OMaA6s0,เกิดมาแค่รักกัน,Seven,Big Ass,2004-07-20,271720,53,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.533,0.672,9,-4.188,1,0.0295,0.0392,0,0.0786,0.329,132.03,4
spotify:track:1Mmflzu7msjoixi0KhzDDF,ทางหนีไฟ,Seven,Big Ass,2004-07-20,268293,36,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.602,0.984,1,-2.966,0,0.0835,0.00068,0.00000756,0.292,0.338,106.044,4
spotify:track:3n0uCZjwRkCRMEYxOs7gcm,ยักษ์ใหญ่ไล่ยักษ์เล็ก,Seven,Big Ass,2004-07-20,226120,50,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.558,0.963,6,-3.08,1,0.0544,0.000104,0.0000607,0.0992,0.621,104.023,4
spotify:track:4oHA8Rt4a6cd1fDEdjNJB6,ไม่เดียงสา,THE LION,Big Ass,2017-02-23,261931,60,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.548,0.751,1,-4.62,1,0.0256,0.164,0,0.274,0.633,131.981,4
spotify:track:7hYcMBmOafbIDoOVBZoJ2k,ฝุ่น,LOVE,Big Ass,2008-12-12,274933,56,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.611,0.505,6,-5.972,1,0.0276,0.0549,0,0.067,0.299,124.004,4
spotify:track:2VMFWrdIQS9EO3pLcy1tOn,ข้าน้อยสมควรตาย,begins,Big Ass,2006-11-07,231946,60,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.695,0.987,11,-2.677,1,0.116,0.00805,0,0.226,0.595,130.044,4
spotify:track:7HQKaP8RgTl3igRPFrjGg2,ทิ้งไว้ในใจ,My World,Big Ass,2015,276866,59,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",Music bugs,0.591,0.498,6,-7.775,1,0.0344,0.321,0,0.086,0.188,135.967,4
spotify:track:14Y7RH7bzQa5vrqhL53ukc,คนไม่เอาถ่าน,Seven,Big Ass,2004-07-20,241973,63,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.6,0.687,11,-4.016,1,0.0251,0.00755,0,0.102,0.392,77.062,4
spotify:track:0Bh3vj0tPAyI1mUvijlEgy,ดีแต่ปาก,Seven,Big Ass,2004-07-20,256400,61,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.329,0.908,11,-2.875,1,0.0616,0.00374,0,0.127,0.581,102.017,3
spotify:track:5ILPWem0xm3v85WeXqrTKP,เล่นของสูง,Seven,Big Ass,2004-07-20,246973,67,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",GMM Music Public Company Limited,0.574,0.844,11,-3.417,1,0.0327,0.00173,0,0.258,0.545,95.99,4
spotify:track:5pqAbpHRuFhcACwvVBi69V,ก่อนตาย,XL,Big Ass,2015,257133,67,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,southern thai music,t-pop",Music bugs,0.475,0.579,1,-9.28,1,0.0403,0.0236,0,0.226,0.804,171.973,4
spotify:track:0B2suKkB0rVdzjcyVlpNIs,Every Time,Holland Lop,Anatomy Rabbit,2019-04-07,264000,30,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,t-pop",Anatomy Rabbit,0.662,0.418,4,-8.961,1,0.0295,0.454,0.000435,0.115,0.155,109.991,4
spotify:track:2zJshBXGVNMlj4JqLGgVma,Young Yaow,Holland Lop,Anatomy Rabbit,2019-04-07,211125,31,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,t-pop",Anatomy Rabbit,0.57,0.706,0,-7.612,1,0.0361,0.486,0.187,0.146,0.558,150.078,4
spotify:track:1zYPebkUkdgZLm1R1sdeEW,Wonder Why ?,Holland Lop,Anatomy Rabbit,2019-04-07,240875,36,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,t-pop",Anatomy Rabbit,0.395,0.568,4,-7.634,0,0.0404,0.549,0.00686,0.233,0.552,154.948,4
spotify:track:0ChskGl0QKiQ6kwixnwYNq,Tapha,Holland Lop,Anatomy Rabbit,2019-04-07,263148,25,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,t-pop",Anatomy Rabbit,0.511,0.534,0,-9.452,1,0.0253,0.516,0.00758,0.0939,0.469,94.98,4
spotify:track:0Lu8UmW2mkmRxUHnUNis1s,Mars Loner,Holland Lop,Anatomy Rabbit,2019-04-07,268625,39,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,t-pop",Anatomy Rabbit,0.572,0.347,0,-11.941,1,0.0275,0.507,0.104,0.0949,0.216,120.004,3
spotify:track:0H04z6CC1gUjyfcL9A9eNJ,Udon Town,Holland Lop,Anatomy Rabbit,2019-04-07,218375,34,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,t-pop",Anatomy Rabbit,0.75,0.695,9,-8.495,1,0.033,0.0676,0.00346,0.236,0.782,115.012,4
spotify:track:1fHcPiRTEUobMWUVQa0upn,Are You out yet ?,Are You out yet ?,Anatomy Rabbit,2019-11-15,286349,56,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,t-pop",Anatomy Rabbit,0.608,0.486,11,-8.195,0,0.0286,0.614,0.0371,0.12,0.408,75.017,4
spotify:track:6MeHWlxMI8pz4LewZvsJgj,Kab Rod Len,Holland Lop,Anatomy Rabbit,2019-04-07,240038,45,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,t-pop",Anatomy Rabbit,0.522,0.444,4,-7.802,1,0.0251,0.322,0.779,0.0802,0.472,96.989,4
spotify:track:1n7SJLokzGV1IoLUEmeOuZ,นอนหน่อยไหม ?,นอนหน่อยไหม ?,Anatomy Rabbit,2022-12-20,233250,47,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,t-pop",Anatomy Rabbit,0.571,0.713,11,-6.093,1,0.0473,0.302,0.0029,0.247,0.442,169.977,4
