Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3z5ovGVa2usssS4KzOtulJ,Y Reverse (ตายก่อน),Macaron Psych Trip,VEGA(เวก้า),2018-11-26,221538,34,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock",VEGA,0.572,0.274,2,-12.108,1,0.0315,0.77,0.461,0.127,0.0605,119.927,4
spotify:track:7rOWUaeiXtzHLxWrRRSPkr,ใจให้ไป,Oh,Oh Seksun Parnprateep,2002-10-08,240106,50,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock",GMM Music Public Company Limited,0.85,0.622,1,-7.492,0,0.0334,0.278,0.00000915,0.0359,0.965,108.487,4
spotify:track:6fDBQfL4MSHRjTrlbTzpEq,จันทร์ลำเอียง,ศิลปินเอก,VAIVIT,2021-06-18,483637,6,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,VAIVIT,0.301,0.288,7,-11.414,1,0.0318,0.747,0.000289,0.177,0.112,135.68,4
spotify:track:46w1zbvPddgKvYAnU0HIHI,Sleep Tight (03.00 A.M.),Her Social Anxiety,Solitude Is Bliss,2015-11-15,304131,32,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Minimal Records,0.58,0.327,2,-10.253,1,0.0339,0.645,0.0972,0.141,0.134,122.134,3
spotify:track:6dnXdI7OhOJYvVjlT6pR03,เผด็จเกิร์ล,สัตว์จริง,Tattoo Colour,2017-06-23,187519,41,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock,t-pop",Smallroom,0.664,0.859,9,-4.021,1,0.0385,0.0736,0,0.104,0.777,115.015,4
spotify:track:6lfcGcG1yE2Sor8j6iE8vN,เก็บไว้กับเธอ,Mood,SCRUBB,2007-06-21,261799,42,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai rock,thai indie pop,thai indie rock",Black Sheep,0.599,0.688,4,-6.984,1,0.0316,0.319,0.0322,0.229,0.669,175.971,4
spotify:track:1g9bBk4MP08PKJKtp7Z6Ju,สติ,Rootsman Creation,Rootsman Creation,2019-10-30,260713,22,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,Jahdub Stido,0.77,0.663,8,-8.664,0,0.172,0.141,0.637,0.151,0.733,134.994,4
spotify:track:5TLXZi7TwkU6FMDb2IhGsn,รักคือรัก,Rootsman Creation,Rootsman Creation,2019-10-30,201826,27,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,Jahdub Stido,0.688,0.53,8,-7.381,0,0.0393,0.067,0.433,0.131,0.581,123.124,4
spotify:track:3YoV0mMzctpKBBhYwQUVqd,From The Top,From The Top,SRIRAJAH ROCKERS,2024-08-22,271183,30,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,Srirajah Rockers,0.677,0.802,7,-4.969,1,0.0587,0.0111,0,0.108,0.665,141.967,4
spotify:track:1NHE1E9JpbQZJQtm3euJlL,Suk Jai,Reggae Passion,Kai-jo Brothers,2006-06-01,372169,25,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai hip hop,reggae","Here Co., Ltd.",0.555,0.862,0,-5.277,1,0.0708,0.402,0.00423,0.894,0.575,120.021,4
spotify:track:6E5PvYzyuCjfgUNSuuqWYe,พราว,พราว,T-Bone,2023-07-06,211040,24,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie rock,rocksteady",T-bone,0.7,0.473,11,-9.532,1,0.0393,0.116,0.0783,0.343,0.501,80.952,4
spotify:track:6Pg9mwClzScq1qWahMqvT7,Pra-Kod-Garn,Somros Lae Para,Apartment Khunpa,2008-08-08,275620,37,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop","Here Co., Ltd.",0.3,0.523,4,-5.509,1,0.0432,0.0824,0.0000379,0.388,0.407,71.499,4
spotify:track:1exrSrjDrjoUsasYtuHNtu,นางฟ้า,Candyman,Silly Fools,1999-07-15,273866,43,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,t-pop",GMM Music Public Company Limited,0.334,0.651,1,-5.825,1,0.0348,0.0709,0,0.103,0.104,170.035,3
spotify:track:5XFYSMHKckBzAajjG1tomM,อย่าสัญญา,อย่าสัญญา,T-Bone,2019-06-06,264500,29,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie rock,rocksteady",Jahdub Stido,0.786,0.525,2,-7.783,1,0.062,0.458,0.269,0.214,0.419,81.047,4
spotify:track:6iB4PjKeF6DLsZfTmQNdxQ,แรงดึงดูด,รวมเพลงดี ที-โบน,T-Bone;Planet Media,2009-01-25,241533,30,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie rock,rocksteady",WM/Thailand,0.862,0.524,1,-9.57,1,0.0428,0.471,0.00893,0.0788,0.86,126.948,4
spotify:track:0aU10VlpxhIAuxGcGi87mB,Whatcha Gonna Do,Stop Wait A Minute Girl B/W Whatcha Gonna Do,The Valdons,2013-11-26,124992,59,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,retro soul,Secret Stash Records,0.559,0.499,5,-10.131,0,0.0347,0.725,0.179,0.116,0.773,151.423,4
spotify:track:3NwddDfa3ZJa4ryW2vhqca,พบ พา ลา จาก,Keep looking at the window,Desktop Error,2013,280706,33,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,shoegaze,post-rock,phleng phuea chiwit,thai indie pop,thai pop",DE Records,0.38,0.814,11,-7.176,1,0.0411,0.0144,0.872,0.0929,0.325,121.975,4
spotify:track:6VRi9dyYHOAdc2FNLZ3NL0,ความไม่รัก,URDAWG,YENTED,2024-02-10,268953,46,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai hip hop,thai indie pop,t-pop",Yented,0.575,0.541,8,-8.392,0,0.162,0.677,0.000494,0.297,0.486,172.005,4
spotify:track:6VHBBsFrmw07esSyrXqHaK,แผลเป็น (SCAR),CYANTIST,atom chanakan,2017-12-07,268040,58,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai rock",GMM Music Public Company Limited,0.611,0.652,2,-6.577,1,0.0442,0.358,0,0.0778,0.776,88.957,4
spotify:track:5IdsoQa6jJY988phl22EPC,ประกาศให้โลกรู้,ประกาศให้โลกรู้,Dept,2023-03-07,245853,35,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",Smallroom,0.704,0.789,4,-6.375,0,0.0314,0.133,0.0321,0.101,0.855,123.004,4
spotify:track:27ddeXRSzKdrqVmaVIvjwj,คุณดอกไม้,คุณดอกไม้,Lost Polaroids,2025-08-08,287049,27,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,dream pop,Lost Polaroids,0.467,0.653,4,-9.984,1,0.0275,0.689,0.592,0.119,0.584,170.044,4
spotify:track:6OtTqu9t1RitlU1RjUfEXe,กอดไม่ได้,2014 Extended Play,Bedroom Audio,2014-01-01,286191,63,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,t-pop",Bedroom Audio,0.361,0.474,0,-8.155,1,0.0356,0.0945,0.0004,0.0663,0.251,170.018,4
spotify:track:4IKn1t0eZZzF5mji1vraVI,พบกันใหม่ (So Long),80 Kisses,Polycat,2016-03-18,314000,64,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop",Smallroom,0.664,0.807,0,-5.542,1,0.0375,0.312,0.000325,0.109,0.593,88.991,4
spotify:track:0yTvHxDwFxNuLgi5KdtgMH,เที่ยงคืนสิบห้านาที,Colour In White,25 hours,2015,256896,53,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,t-pop,phleng phuea chiwit",Believe Records,0.62,0.713,2,-5.86,1,0.0285,0.611,0.000069,0.101,0.48,94.988,4
spotify:track:4549ik5JDePzv6tAXvc5Zo,อย่าให้ฉันคิด,Restart,Room 39,2014-03-20,250778,54,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai rock",LOVEiS Entertainment,0.605,0.506,5,-7.462,0,0.0258,0.564,0,0.102,0.411,83.543,4
spotify:track:5GFhuaQZgF240TDr6VMfKZ,ยังมีหน้ากลับมา? (How Dare You?),ยังมีหน้ากลับมา? (How Dare You?),Dept,2025-10-21,257500,44,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",Smallroom Bangkok Pop Music Label,0.571,0.53,4,-10.513,1,0.025,0.0447,0.0113,0.281,0.363,144.008,4
spotify:track:3oAsmJfKeZHuouJIxRwb1g,เพื่อนพระเอก (Goodfella),80 Kisses,Polycat,2016-03-18,236000,45,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop",Smallroom,0.657,0.809,6,-5.101,0,0.0331,0.418,0.00000219,0.146,0.726,95.97,4
spotify:track:2amG4H59GHs2TwZaIrqcsm,ใครสักคน,Paradox in Paradise,Paradox,2007-02-23,261746,32,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,phleng phuea chiwit,t-pop",GMM Music Public Company Limited,0.572,0.392,11,-15.209,0,0.0282,0.227,0.000834,0.119,0.54,180.091,4
spotify:track:3sQAsA1LUNB6SA1k9GqUoW,วันที่ฟ้าเป็นใจ,J,PENGUIN VILLA,2018-11-23,247000,17,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop,thai rock",Smallroom,0.638,0.629,2,-4.317,1,0.0345,0.0965,0.000144,0.0587,0.852,119.944,4
spotify:track:3mg8I9V5e2SV52Bnqw6dGj,ทะเลดาว,วงอิสญา,วงอิสญา,2020-11-19,322716,33,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,ITSYA BAND (CHY),0.513,0.13,7,-14.149,1,0.0296,0.957,0.0203,0.114,0.182,79.717,4
spotify:track:2cgHekIPyuKxEEcV72tuy4,Live For You,Got a Story to Tell,Thee Sacred Souls,2024-10-04,210320,71,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,retro soul,Daptone Records,0.669,0.795,1,-8.487,0,0.0334,0.166,0.000197,0.22,0.884,98.855,4
spotify:track:56WHjVJ7aoG5z2sdRVCqk8,ละคร,พราว,พราว,2015-04-04,266106,29,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop",Thai Proud Band,0.425,0.633,7,-14.148,1,0.0428,0.0361,0.0000232,0.369,0.532,174.124,4
spotify:track:2DuJ5BNd0dYT2Un5MyW4cT,เหงา เหงา (Insomnia),เหงา เหงา (Insomnia),Ink Waruntorn,2016-02-09,292168,52,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop",BOXX MUSIC,0.654,0.619,10,-7.169,1,0.022,0.322,0.00003,0.211,0.555,100,4
spotify:track:5rWvpSsk5b7wyyhBMoS05b,Ilusión De Amor,Ilusión De Amor,Jensine Benitez;Thee Sacred Souls,2022-09-20,225796,57,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,retro soul,Penrose Records,0.384,0.351,11,-6.045,1,0.0279,0.823,0.000265,0.116,0.357,129.472,3
spotify:track:4NaIl2XLSgc5AoFIZm1NIU,Poxa,"Cortex, Vol. 2",Cortex,1977,196813,56,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"jazz fusion,jazz funk",Sonodisc,0.566,0.585,9,-9.784,0,0.0326,0.696,0.938,0.161,0.808,87.067,4
spotify:track:4A6zEXlSk7xIIqDh92iZ26,It's Our Love,Will I See You Again?,Thee Sacred Souls,2021-01-22,227906,66,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,retro soul,Penrose Records,0.599,0.471,7,-10.033,1,0.0285,0.0877,0.0148,0.0898,0.802,122.168,4
spotify:track:0gWmxML0Fc6z9e5adPqi1s,Soon I'll Be Loving You Again,I Want You (Deluxe Edition),Marvin Gaye,1976-03-16,192773,52,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"motown,classic soul,soul,northern soul,quiet storm",Motown,0.596,0.613,1,-10.885,0,0.05,0.674,0.00000509,0.196,0.736,95.039,4
spotify:track:3erQDhmQPAjtmf7FsfZlQJ,I'm Losin' the Feelin,Joey,Little Beaver,2013-02-12,198819,47,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,"Stone Music Family, LLC",0.645,0.413,7,-10.523,0,0.0502,0.77,0.00074,0.104,0.494,138.336,4
spotify:track:4R5GN0mBvb6jkRj3Zvyhkl,Will I See You Again?,Will I See You Again?,Thee Sacred Souls,2020-12-01,240653,77,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,retro soul,Penrose Records,0.515,0.451,9,-8.047,0,0.0309,0.405,0.00000112,0.111,0.661,169.931,4
spotify:track:0jZEBVAB5o0ThDxWV5dIUs,สวัสดีผมรักคุณ,สวัสดีผมรักคุณ,Solitude Is Bliss,2022,253000,38,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Pollinate Records,0.632,0.607,1,-11.526,1,0.0255,0.00786,0.769,0.354,0.308,109.976,4
spotify:track:3XytKW05re97xiIL0lmm7V,Chowsex,Waiting Room,JPBS,2023-03-18,451432,21,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,post-rock,BANGKOK CITYCITY GALLERY,0.424,0.856,11,-9.276,0,0.114,0.000154,0.0505,0.395,0.0964,130.028,4
spotify:track:0DMU0QiSypeYxL6BYdxjcy,my mind is a mountain,private music,Deftones,2025-08-22,170941,67,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Reprise,0.132,0.885,5,-2.063,1,0.0528,0.00000186,0.0188,0.142,0.295,81.362,1
spotify:track:4qVR3CF8FuFvHN4L6vXlB1,Lying from You,Meteora (Bonus Edition),Linkin Park,2003-03-25,175053,76,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,rap metal,rock,alternative metal",Warner Records,0.531,0.952,3,-3.361,0,0.205,0.007,0,0.0672,0.76,160.125,4
spotify:track:0DTSnA1bcVI5niJzoyBPyZ,Past Won't Leave My Bed,Past Won't Leave My Bed,Joji,2025-11-07,166106,65,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,Palace Creek,0.369,0.472,5,-8.998,1,0.0474,0.864,0.000722,0.162,0.206,69.989,4
spotify:track:5oakA0yXPEkyyy36obiY2n,ลม - Wind,am i moon,View From The Bus Tour,2023-08-20,390633,29,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,thai indie pop,View From The Bus Tour,0.392,0.275,1,-11.636,1,0.0297,0.906,0.654,0.0953,0.0962,141.901,4
spotify:track:4m8wPzkI1y0sUdqEh4A7fq,Kimdracula,Saturday Night Wrist,Deftones,2006-10-25,194306,65,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Maverick,0.293,0.831,6,-3.829,0,0.049,0.0000118,0.142,0.284,0.467,154.108,4
spotify:track:2OZVskV28xxJjjhQqKTLSg,PIXELATED KISSES,PIXELATED KISSES,Joji,2025-10-14,110430,77,true,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,Palace Creek,0.503,0.739,4,-6.667,0,0.0345,0.0354,0.25,0.421,0.0392,124.003,4
spotify:track:0sCU4EA4ndHtupFY2mU5De,Mermaid,Chinese Banquet,FOLK9,2018-11-09,334000,19,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai indie rock,thai indie pop,thai pop,dream pop",Parinam Music,0.702,0.437,5,-11.799,1,0.0469,0.679,0.000108,0.239,0.54,149.913,4
spotify:track:42BtwsBB9NgXrUbG2Bd28b,ในหน้าร้อน,Humming Songs from the Oldies Days,macaw and the flowers,2025-04-25,259821,4,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,thai pop,macaw and the flowers,0.524,0.67,4,-5.35,1,0.0285,0.377,0.194,0.386,0.685,112.005,4
spotify:track:3zN6ETyQkrBGSTsh7hFL3q,แสงแดดกับธารดวงดาว,แสงแดดกับธารดวงดาว,macaw and the flowers,2024-07-25,202438,14,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,thai pop,macaw and the flowers,0.6,0.565,3,-10.902,1,0.0286,0.0273,0.0513,0.315,0.687,120.994,4
spotify:track:16d1eqKRP4uRC86uPvnY9x,Sunshine(Bloom),Sunshine(Bloom),MAN IN PHARMACY,2021-06-09,229846,6,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai indie rock,thai indie pop,thai pop",MAN IN PHARMACY,0.65,0.619,9,-10.526,1,0.0553,0.804,0.0333,0.102,0.4,130.112,4
spotify:track:6JpF08HpTe7I5IYH5nx7Rl,ละเมอดาว (Starry Night),ละเมอดาว (Starry Night),SHERRY,2025-10-23,225440,32,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop",Spicy Disc,0.501,0.656,1,-5.058,1,0.0268,0.176,0.00506,0.149,0.691,104.023,4
spotify:track:0BW71XeVRiQuuhv2WZrn4T,ลิปสติกบนลิปสติก,Lipstick on Lipstick and Other Poems,Apartment Khunpa,2008-05-02,243763,35,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop","Here Co., Ltd.",0.542,0.392,7,-8.375,1,0.0265,0.531,0.153,0.0793,0.297,136.014,4
spotify:track:0eaVIYo2zeOaGJeqZ5TwYz,No Pole,Love Sick (Deluxe),Don Toliver,2023-02-28,187613,88,true,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,,Cactus Jack / Atlantic,0.328,0.631,5,-5.169,0,0.0465,0.0714,0,0.567,0.382,85.262,4
spotify:track:33WXUh74RZ4CEfUkpJwHWE,Urantia,Ohms,Deftones,2020-09-25,270476,52,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Reprise,0.297,0.908,5,-3.173,0,0.0415,0.00000995,0.848,0.14,0.27,110.936,5
spotify:track:5XQPlP8yHnXz5qTjIZ10gC,Error,Ohms,Deftones,2020-09-25,290339,51,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Reprise,0.247,0.994,7,-2.558,1,0.138,0.0000607,0.662,0.415,0.205,115.983,4
spotify:track:0CSZ1DMvRZH0WLB5V0WSom,MX,Around the Fur,Deftones,1997-10-27,2238733,59,true,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Maverick,0.246,0.0000202,10,-5.607,0,0.113,0.0000369,0.0756,0.315,0.109,85.663,4
spotify:track:2nMN06ZdkOyGrhSDt9CKah,Counterfeit,"Three Dollar Bill, Y'all $",Limp Bizkit,1997-01-01,308093,60,true,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,rap metal,alternative metal,rap rock",Interscope,0.462,0.943,1,-5.343,1,0.245,0.0364,0.00148,0.0871,0.218,95.483,4
spotify:track:6W21LNLz9Sw7sUSNWMSHRu,Freak On a Leash,Follow The Leader,Korn,1998-08-18,255729,80,true,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,metal,rap metal,alternative metal",Immortal/Epic,0.353,0.898,2,-5.877,1,0.052,0.0000223,0.105,0.39,0.525,103.299,4
spotify:track:0J9a2Wil7ODcWycWUo1BZI,รักไม่ยอมเปลี่ยนแปลง,โบราณแมน,ติ๊ก ชิโร่,2005-12-16,234933,51,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,phleng phuea chiwit,thai pop,luk thung",GMM Music Public Company Limited,0.753,0.437,2,-5.516,1,0.0331,0.141,0,0.0816,0.104,123.893,4
spotify:track:6b7e2oe7pXtqCLWoevTf7c,ตื่นเช้า,ตื่นเช้า,memories can wait,2025-05-05,260000,45,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop",memories can wait,0.742,0.511,0,-9.223,1,0.0279,0.373,0.00512,0.266,0.722,107.999,4
spotify:track:2aWm9t7dpCnUg00cKig3gM,ก่อนที่จะสาย,ก่อนที่จะสาย,memories can wait,2023-06-01,260000,29,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop",memories can wait,0.668,0.498,5,-7.683,1,0.0583,0.311,0.0265,0.137,0.877,176.021,4
spotify:track:7F9lu9NKAIIw3tpa9w2FZK,Shades,Shades,macaw and the flowers,2025-09-17,210665,4,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,thai pop,macaw and the flowers,0.543,0.755,3,-5.139,1,0.0322,0.0195,0.458,0.224,0.698,138.964,4
spotify:track:06oZh3os3y7qmkpjklQQbW,ดาวดวงเดียวกัน,Holidays On Pluto,Crescendo,2021-06-30,264500,6,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop",LOVEiS Entertainment,0.547,0.393,10,-9.961,1,0.0263,0.601,0.000334,0.143,0.853,182.652,4
spotify:track:3kNAPus4oFFWFBGYcWCZA9,ฉันจะทน (ได้หรือเปล่า),ฉันจะทน (ได้หรือเปล่า),Moving and Cut,2022-09-20,229058,43,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop",Moving And Cut,0.51,0.541,1,-9.767,0,0.0387,0.635,0,0.105,0.517,170.176,4
spotify:track:2b7za1SBajFdCiDyZ301uH,ปล่อยให้ตัวฉันไป,Moving and Cut,Moving and Cut,2016-09-02,254364,42,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop",Moving And Cut,0.592,0.652,2,-9.453,1,0.0273,0.172,0.00000663,0.291,0.427,91.002,4
spotify:track:4X3iKvgA1qks0gsZ5Po2Hw,ปฏิเสธเวลา,ปฏิเสธเวลา,MuchMellow,2016-06-03,315176,36,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,thai pop,Muchmellow,0.615,0.358,6,-8.111,1,0.0294,0.851,0.0000279,0.103,0.308,75.011,4
spotify:track:6r9dY1FvvgiigBWhgJLutA,เห็นแก่ตัว,ตรี,ปลานิลเต็มบ้าน,2025-05-20,254250,31,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai rock",Parinam Music,0.687,0.542,7,-11.983,1,0.0443,0.857,0.0253,0.211,0.68,110.113,4
spotify:track:2zTsqbgzS3AWUwwHHaAjT7,ทำได้หรือเปล่า,ทำได้หรือเปล่า,Dept,2019-08-07,206000,45,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop,thai indie pop,thai indie rock",Dept,0.556,0.821,2,-6.914,1,0.039,0.0607,0.0382,0.115,0.671,77,4
spotify:track:3txlvthoUa9vWvG1zr2Lnr,infinite source,private music,Deftones,2025-08-22,212577,69,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Reprise,0.432,0.967,4,-2.847,1,0.122,0.0000591,0.498,0.198,0.332,76.012,4
spotify:track:5tMVqeydIb4NWI1o2cHoYT,อย่าเลย...อย่า(ทรมาน),อย่าเลย...อย่า(ทรมาน),Moving and Cut,2018-04-25,255405,44,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,thai indie pop",Moving And Cut,0.574,0.623,7,-9.682,1,0.0284,0.169,0.0387,0.22,0.505,147.948,4
spotify:track:2Rh1kYN9pPDzedA1UTtJsR,Secret,Secret,Solitude Is Bliss,2023-01-20,283500,27,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai indie rock,thai indie pop,thai pop",Pollinate Records,0.471,0.52,1,-9.052,1,0.0284,0.578,0.584,0.137,0.0781,125.526,3
spotify:track:7t09Ebl3D1KjEbpZ5SKS7v,ก็...รู้ดี,ก็...รู้ดี,SHERRY,2021-03-29,243014,7,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai pop,t-pop",Sherry,0.323,0.63,3,-5.798,0,0.0367,0.0196,0.00000161,0.632,0.566,107.009,4
spotify:track:5vVKkF3xih38Vcoo4HgAo8,Engine No. 9,Adrenaline,Deftones,1995,204880,70,true,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Rhino,0.358,0.981,2,-5.13,1,0.178,0.000093,0.000193,0.386,0.382,93.744,4
spotify:track:46DNJfO7JPlf286pl80BeH,ยื้อ (feat. เต๋า Sweet Mullet) - Full Version,CIRCLE,Potato;เต๋า Sweet Mullet,2008-12-19,334946,42,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop,t-pop,thai hip hop",GMM Music Public Company Limited,0.302,0.851,10,-4.703,0,0.183,0.0104,0,0.295,0.317,167.079,4
spotify:track:42Kv1RoTAm09FeytxiuZIB,Knife Prty,White Pony,Deftones,2000,289200,66,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"nu metal,alternative metal,rap metal,shoegaze,rock",Rhino,0.295,0.883,0,-3.897,0,0.0446,0.00025,0.0234,0.137,0.118,74.483,3
spotify:track:6ZNY9ymFAHtvuVGG0cfKTM,ปล่อย (Miss),Fading Cloudy,Clockwork Motionless,2019-03-29,301812,60,false,31muzeyd7ogv6ze2sh53cip4fs2u,2026-02-20T13:49:05Z,"thai rock,thai pop",GMM Music Public Company Limited,0.494,0.693,4,-4.986,1,0.0249,0.172,0.0139,0.0953,0.191,79.994,4
